requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
6000.0,2007-07-02,lisat041475,499.0,18.91%,PA,9 years,0.0
5000.0,2007-07-02,sydneyausguy,632.0, 13.43% ,CT ,< 1 year,0.0
15000.0,2007-07-02,ttallent,621.0,40.73%,TN,1 year,0.0
25000.0,2007-07-02,lil_wagner,546.0,34.42%,MO,< 1 year,0.0
3500.0,2007-07-02,softwarez,644.0,48.68%,FL,2 years,0.0
3000.0,2007-07-02,salman_khan,600.0,2.18%,NY,1 year,0.0
5000.0,2007-07-02,kcgyrl79,539.0,0%,AK,< 1 year,0.0
10500.0,2007-07-02,CrimsonApache,467.0,6.95%,AL,< 1 year,0.0
11000.0,2007-07-02,dseuphoria,453.0,6%,NJ,< 1 year,0.0
1000.0,2007-07-02,Jrb04k,561.0,8.17%,FL,1 year,0.0
8000.0,2007-07-03,PhD Student,500.0,38.4%,CO,5 years,0.0
13000.0,2007-07-03,Tmilhon,595.0,19.95%,FL,< 1 year,0.0
15000.0,2007-07-03,Taylor20620,519.0,0%,FL,1 year,0.0
8000.0,2007-07-03,skeevysteve,650.0,4.89%,MA,< 1 year,0.0
4500.0,2007-07-03,gmonaco21,564.0,14.47%,MA,< 1 year,0.0
21000.0,2007-07-03,cleancredit,641.0,18.43%,TX,< 1 year,0.0
15000.0,2007-07-03,angeltorres,492.0,28.95%,FL,2 years,0.0
5000.0,2007-07-03,mgillispie,424.0,5.36%,LA,< 1 year,0.0
20000.0,2007-07-03,Help Me Pay Debt and Live Life again!!!,647.0,25.32%,MN,1 year,0.0
500.0,2007-07-04,dm210,567.0,28.96%,MD,< 1 year,0.0
4000.0,2007-07-04,kktally,473.0,4.13%,GA,1 year,0.0
15000.0,2007-07-04,Bud84clt,598.0,12.46%,VA,7 years,0.0
1000.0,2007-07-04,burdahgirl,607.0,36.42%,GA,< 1 year,0.0
5000.0,2007-07-04,sonyshox23,492.0,9.19%,CO,3 years,0.0
925.0,2007-07-04,sdawn07,0.0,13.2%,CO,< 1 year,0.0
25000.0,2007-07-04,finny311,667.0,45.6%,NY,1 year,0.0
7500.0,2007-07-04,CSM72,430.0,16.19%,OH,4 years,0.0
2000.0,2007-07-04,garyhanna,546.0,23.23%,PA,3 years,0.0
5000.0,2007-07-04,PopStarChic,507.0,23.52%,MS,< 1 year,0.0
1000.0,2007-07-04,makewild13,469.0,1.32%,TX,1 year,0.0
10500.0,2007-07-04,farrowm,612.0,32.61%,NY,1 year,0.0
4000.0,2007-07-05,Mac101,567.0,35.49%,DC,< 1 year,0.0
4500.0,2007-07-05,Mikri,554.0,4.72%,NY,5 years,0.0
2500.0,2007-07-05,ypastor,549.0,37.58%,OH,4 years,0.0
8000.0,2007-07-05,Meems,561.0,6.07%,DC,< 1 year,0.0
2500.0,2007-07-05,missreese,566.0,19.4%,TN,10+ years,0.0
5000.0,2007-07-05,newdeal80,592.0,16.33%,NE,5 years,0.0
4000.0,2007-07-05,mrhe,578.0,0%,MA,2 years,0.0
2000.0,2007-07-05,weazley,656.0,12%,WA,2 years,0.0
1500.0,2007-07-06,challenger73,669.0,23.2%,IN,10+ years,0.0
500.0,2007-07-06,hotelie2011,635.0,1.86%,MA,< 1 year,0.0
1000.0,2007-07-06,mrscott01,535.0,25.5%,FL,< 1 year,0.0
1000.0,2007-07-06,felise32,418.0,0%,MO,< 1 year,0.0
9825.0,2007-07-06,acordars,576.0,14.28%,CA,2 years,0.0
1000.0,2007-07-06,phlsphrwrt,526.0,0%,WI,1 year,0.0
5000.0,2007-07-06,jabruzzese,570.0,21.06%,CA,6 years,0.0
8000.0,2007-07-06,Pomegranate,609.0, 27% ,KY ,< 1 year,0.0
1000.0,2007-07-07,svbennett20,618.0,266.67%,AL,< 1 year,0.0
1000.0,2007-07-07,jennbuggisbroke,0.0,0.34%,GA,< 1 year,0.0
25000.0,2007-07-07,Antgrant27,494.0,13.92%,NJ,1 year,0.0
15000.0,2007-07-07,dwelters,473.0,8.25%,FL,7 years,0.0
3000.0,2007-07-07,jake2089,698.0,35.79%,NJ,< 1 year,0.0
2500.0,2007-07-07,tony1976,574.0,21.17%,GA,< 1 year,0.0
2500.0,2007-07-07,jamal69,493.0,23.88%,AL,< 1 year,0.0
1000.0,2007-07-07,BgBoye,454.0,1.98%,PA,< 1 year,0.0
2000.0,2007-07-07,Krys1019,588.0,0%,NJ,< 1 year,0.0
1000.0,2007-07-07,stush1021,525.0,0.89%,NY,< 1 year,0.0
2500.0,2007-07-07,kg05,0.0,0%,FL,< 1 year,0.0
25000.0,2007-07-07,jmott428,541.0,1.92%,PA,1 year,0.0
8300.0,2007-07-07,JudithAnn7244,592.0,24.95%,KS,7 years,0.0
500.0,2007-07-07,kimmy4lsu,469.0,16.37%,LA,< 1 year,0.0
1000.0,2007-07-07,Summer Semester Help,553.0,8.27%,WA,< 1 year,0.0
2000.0,2007-07-08,naomicastillo,504.0,0%,IN,1 year,0.0
10000.0,2007-07-08,carlos_sarmiento,493.0,14.12%,FL,10+ years,0.0
3500.0,2007-07-08,ladybuggs,492.0,4.54%,TX,1 year,0.0
5000.0,2007-07-08,caseyj25,512.0,21.68%,CO,4 years,0.0
6000.0,2007-07-08,youngbizman,606.0,9.94%,TN,< 1 year,0.0
3000.0,2007-07-08,mom2gjs,565.0,3.25%,KS,< 1 year,0.0
12000.0,2007-07-08,Robzilla,620.0,2.04%,NC,3 years,0.0
16000.0,2007-07-08,iluvjesus,440.0,2.48%,GA,2 years,0.0
5000.0,2007-07-08,andrea1125,454.0,6.38%,FL,1 year,0.0
5000.0,2007-07-08,treyduffy,483.0,8.04%,WI,< 1 year,0.0
10000.0,2007-07-09,renornotty,477.0,0%,MN,< 1 year,0.0
6000.0,2007-07-09,jchristmn,637.0,23.43%,NE,1 year,0.0
5000.0,2007-07-09,frenchy,496.0,44.17%,FL,< 1 year,0.0
5000.0,2007-07-09,devon_craig,527.0,12.62%,VA,1 year,0.0
12000.0,2007-07-09,fbg,429.0, 245.63% ,LA ,3 years,0.0
20000.0,2007-07-09,studiob,570.0,38.06%,TX,3 years,0.0
1000.0,2007-07-09,Blckdhliagrl,703.0,0%,AR,< 1 year,0.0
20000.0,2007-07-10,skiman40,553.0,7.12%,OK,10+ years,0.0
10000.0,2007-07-10,Richard0716,603.0,43.26%,FL,4 years,0.0
2500.0,2007-07-10,voteforeric,599.0,0%,UT,1 year,0.0
3000.0,2007-07-10,Mr.Mesofly,547.0,1.97%,NY,< 1 year,0.0
1000.0,2007-07-10,big_nour,487.0,16.32%,MN,1 year,0.0
1000.0,2007-07-10,bluewarrior07,523.0,7.17%,NC,2 years,0.0
3000.0,2007-07-10,strivingforward,0.0,0%,FL,< 1 year,0.0
10000.0,2007-07-10,bigredone,480.0,12.17%,OH,10+ years,0.0
3000.0,2007-07-10,kymberly,510.0,23.96%,VT,2 years,0.0
3000.0,2007-07-10,welderman,0.0,0%,KY,1 year,0.0
1000.0,2007-07-10,Twofast4u12,567.0,9.69%,WI,1 year,0.0
4500.0,2007-07-10,KevinT,482.0,82.38%,NC,< 1 year,0.0
3500.0,2007-07-11,csh0430,533.0,0%,GA,10+ years,0.0
2500.0,2007-07-11,rootsrundeep,541.0,0.3%,IN,< 1 year,0.0
1000.0,2007-07-11,CBear,600.0,14.16%,OK,< 1 year,0.0
5000.0,2007-07-11,aebennett,530.0,5.2%,OK,2 years,0.0
4500.0,2007-07-11,dvermulm,623.0,8.02%,NE,< 1 year,0.0
2500.0,2007-07-11,JEW0831,465.0,0.62%,NC,< 1 year,0.0
8000.0,2007-07-11,Keyoung,543.0,6.36%,MD,7 years,0.0
6000.0,2007-07-11,km36,524.0,31.63%,IN,< 1 year,0.0
5000.0,2007-07-12,patval,549.0,21.49%,OH,1 year,0.0
15000.0,2007-07-12,Consolidating,639.0,15.76%,CA,10+ years,0.0
1000.0,2007-07-12,MiMi77,435.0,10.03%,FL,1 year,0.0
8000.0,2007-07-12,Alex R,610.0,11.47%,NY,1 year,0.0
5000.0,2007-07-12,Erynnesmom,455.0,28.14%,TX,8 years,0.0
5000.0,2007-07-12,Jesseandshanon,451.0,32.81%,TX,10+ years,0.0
10000.0,2007-07-12,Wendigo,472.0,33.05%,WI,< 1 year,0.0
20000.0,2007-07-12,amaury73,646.0,8.92%,FL,2 years,0.0
15000.0,2007-07-12,stacyby,519.0,13.76%,NY,3 years,0.0
2000.0,2007-07-12,max1991,451.0,6.89%,VT,8 years,0.0
7000.0,2007-07-12,dulcinea2007,471.0,16.22%,FL,< 1 year,0.0
4500.0,2007-07-13,theteeshirtlady,475.0,2.95%,NC,1 year,0.0
5000.0,2007-07-13,markf78,644.0,11.77%,VA,< 1 year,0.0
14000.0,2007-07-13,TopVetTech,607.0,0%,PA,7 years,0.0
25000.0,2007-07-13,insurance needs capital to relocate /pur,697.0,15.17%,NY,7 years,0.0
2300.0,2007-07-13,chrissy,448.0,6.24%,MI,9 years,0.0
1500.0,2007-07-13,avalancheroy33,455.0,9.57%,IN,< 1 year,0.0
5500.0,2007-07-13,akademiks,0.0,1.34%,NJ,< 1 year,0.0
2000.0,2007-07-14,jb1552,625.0,18.86%,OK,4 years,0.0
3500.0,2007-07-14,daniel09,0.0,0.6%,FL,< 1 year,0.0
8000.0,2007-07-14,jcouch,601.0,10.01%,IN,3 years,0.0
1000.0,2007-07-14,butcherboy220,609.0,20.19%,FL,10+ years,0.0
2000.0,2007-07-14,ecs11,592.0,13%,NY,2 years,0.0
1500.0,2007-07-14,Crystopher,493.0,0%,FL,< 1 year,0.0
12000.0,2007-07-14,coppert,556.0, 4.43% ,NY,10+ years,0.0
4500.0,2007-07-14,medicalgirl1981,604.0,6%,MD,1 year,0.0
500.0,2007-07-14,joycespowell76,556.0,1.92%,NC,1 year,0.0
15000.0,2007-07-15,cindercell914,526.0,10.57%,GA,< 1 year,0.0
3000.0,2007-07-15,AskMatt,651.0,28.42%,WA,< 1 year,0.0
3000.0,2007-07-15,EduYankee,588.0,24.65%,GA,< 1 year,0.0
3000.0,2007-07-16,southfloridian,550.0,0%,FL,1 year,0.0
6000.0,2007-07-16,Coffeelovr5,428.0,11.49%,OH,< 1 year,0.0
5000.0,2007-07-16,LAO0911,496.0,18.33%,MO,< 1 year,0.0
8000.0,2007-07-16,wncgirl,623.0,29.57%,NC,8 years,0.0
15000.0,2007-07-16,Etrader77,637.0,4.14%,OH,3 years,0.0
15000.0,2007-07-16,KeeperEF,640.0,30.52%,GA,2 years,0.0
5000.0,2007-07-17,AngelMeagan,473.0,31.45%,NE,< 1 year,0.0
3000.0,2007-07-17,morgansuzi,417.0,13.47%,NC,1 year,0.0
2000.0,2007-07-17,Consolidate credit cards,593.0,54.35%,NE,< 1 year,0.0
5000.0,2007-07-17,whitpop85,455.0,17.44%,IN,3 years,0.0
25000.0,2007-07-17,cbowman,0.0,0%,KY,1 year,0.0
12000.0,2007-07-17,joshj0829,554.0,18.65%,PA,4 years,0.0
2000.0,2007-07-18,$~KING~$,511.0,29.13%,FL,< 1 year,0.0
7000.0,2007-07-18,streetforce1,482.0,0%,NY,< 1 year,0.0
3000.0,2007-07-18,Cute N Cuddly Couple Need Moving Help,570.0,18.75%,UT,< 1 year,0.0
4750.0,2007-07-18,Want to attend college,618.0,5%,MA,< 1 year,0.0
6000.0,2007-07-18,Expanding21,545.0,0%,NY,4 years,0.0
2000.0,2007-07-18,Cushie,536.0,10.63%,WA,1 year,0.0
4000.0,2007-07-18,HELP!!,420.0,5.98%,IN,< 1 year,0.0
2000.0,2007-07-18,"I'm working on building up my credit and looking to pay a few credit cards off. These interest rates are high, and I'm basically throwing away money every month on monthly fees, membership fees, annual fees, and high interest. Would love to just consolidate, get them paid off once and for all and close the accounts",647.0, 19.98% ,OH ,1 year,0.0
600.0,2007-07-18,Karen Mae,562.0,2.66%,MA,1 year,0.0
1000.0,2007-07-18,sachinpatel17,589.0,4.55%,FL,1 year,0.0
6000.0,2007-07-18,Family Funtime - Used Jetboat Purchase,625.0,7.38%,NC,10+ years,0.0
7500.0,2007-07-18,Nick67,582.0,8.6%,MN,< 1 year,0.0
15000.0,2007-07-18,tSchulz,577.0,0.33%,FL,2 years,0.0
3500.0,2007-07-19,Honeymoon Expense,595.0,0.57%,GA,1 year,0.0
1500.0,2007-07-19,telcor,615.0,12.65%,TX,1 year,0.0
13000.0,2007-07-19,jenny88,650.0,14.56%,WA,10+ years,0.0
25000.0,2007-07-19,ksstormhunter,555.0,24.94%,AK,10+ years,0.0
4500.0,2007-07-19,debbie812,631.0,10.75%,NY,10+ years,0.0
15000.0,2007-07-19,juannunes,591.0,14.81%,FL,2 years,0.0
1400.0,2007-07-19,tallchick25,536.0,0.67%,FL,1 year,0.0
1500.0,2007-07-19,Donlo,529.0,2.91%,WI,< 1 year,0.0
2000.0,2007-07-20,rgbrock1,478.0,4.41%,CT,3 years,0.0
1700.0,2007-07-20,caspian915,455.0,17.67%,NY,< 1 year,0.0
2000.0,2007-07-20,jawbreaker,646.0,7.25%,OK,10+ years,0.0
6000.0,2007-07-20,melonee80,546.0,15.66%,VA,3 years,0.0
20000.0,2007-07-20,keishab912,452.0,25.46%,GA,3 years,0.0
7500.0,2007-07-20,helpourdaughter,623.0,1.65%,RI,5 years,0.0
10000.0,2007-07-20,lidarkeyes32,614.0,23.19%,WI,< 1 year,0.0
7275.0,2007-07-21,Lost with a soul.... ,457.0,2.15%,MD,3 years,0.0
7500.0,2007-07-21,2Be_Pennywise,400.0,8.16%,MD,3 years,0.0
500.0,2007-07-21,RBinAK,526.0,21.03%,AK,< 1 year,0.0
7500.0,2007-07-21,mickisue,546.0,15.41%,MN,1 year,0.0
10000.0,2007-07-21,joshaccardo,592.0,12.75%,NY,1 year,0.0
7000.0,2007-07-22,eeyore28,0.0,0%,NY,1 year,0.0
3000.0,2007-07-22,Iteachkids,594.0,12.86%,VA,6 years,0.0
5000.0,2007-07-22,msmkharmon,518.0,21.65%,PA,3 years,0.0
5000.0,2007-07-22,jaysun,632.0,32.96%,MD,< 1 year,0.0
10000.0,2007-07-22,texasrocks,662.0,29.73%,TX,1 year,0.0
500.0,2007-07-22,Help Please,535.0,1.1%,NJ,1 year,0.0
25000.0,2007-07-22,BuckTruck,430.0,11.95%,FL,1 year,0.0
2500.0,2007-07-22,adevens,506.0,14.53%,WI,2 years,0.0
10000.0,2007-07-23,tejada00,635.0,14.25%,NY,2 years,0.0
1000.0,2007-07-23,Animaluva,660.0,85%,FL,6 years,0.0
2500.0,2007-07-23,wolfbabeusa71,0.0,0%,IN,< 1 year,0.0
2000.0,2007-07-23,NCcarebear,488.0,14.01%,NC,2 years,0.0
25000.0,2007-07-23,livewealthy,688.0,22.9%,MA,1 year,0.0
17000.0,2007-07-23,mimi1011,635.0,74.86%,NC,1 year,0.0
600.0,2007-07-23,bward07,618.0,14.4%,DE,< 1 year,0.0
13500.0,2007-07-23,teacher1,668.0,25.25%,VA,10+ years,0.0
7500.0,2007-07-23,Sm-biz owner seeks loan,,100%,NV,3 years,0.0
10000.0,2007-07-23,danomar200,689.0,47.56%,FL,2 years,0.0
25000.0,2007-07-24,tgrphillips,527.0,0%,WI,2 years,0.0
10000.0,2007-07-24,candela,711.0,34.37%,FL,1 year,0.0
3500.0,2007-07-24,flutterjenn,518.0,0%,NC,< 1 year,0.0
1300.0,2007-07-24,"Recently, I took my automobile to the dealership for a routine check-up.  I ended-up paying nearly $1700 to cover all the work that needed to be done.  Since I am fresh out of college, this is probably one of the worse thing that could have happened right now. This loan will allow me to cover all my basis so that I can pay my other expenses while trying to fill the hole that my car trouble have maid in my pocket.  Your help would be greatly appreciated.",632.0,11.39%,GA,1 year,0.0
7000.0,2007-07-24,ejohnson39154,680.0,9%,MS,10+ years,0.0
20000.0,2007-07-24,Sasha,591.0,30.67%,IN,3 years,0.0
3500.0,2007-07-24,vernsan,663.0,63.75%,TX,1 year,0.0
6000.0,2007-07-25,maria,654.0,57.66%,FL,1 year,0.0
5000.0,2007-07-25,maciel,601.0,56.4%,FL,< 1 year,0.0
2000.0,2007-07-25,paying debt,622.0,11.6%,NJ,< 1 year,0.0
1500.0,2007-07-25,cjustice,507.0,31.61%,TX,5 years,0.0
3500.0,2007-07-25,tranpir29,460.0,13.21%,NJ,7 years,0.0
6000.0,2007-07-25,LacyG,484.0,569.27%,DC,10+ years,0.0
3300.0,2007-07-25,lacydiva,437.0,1.57%,NJ,1 year,0.0
1000.0,2007-07-25,balik9201,600.0,5.12%,PA,< 1 year,0.0
3000.0,2007-07-25,tjhummel7,505.0,28.4%,WI,< 1 year,0.0
7000.0,2007-07-25,I am looking to consolidate high interest rate credit cards into one monthly payment and a set payoff schedule.  This will save me interest and money monthly.,591.0,17.29%,NE,6 years,0.0
10000.0,2007-07-25,dtslagle,517.0,17.34%,IN,< 1 year,0.0
3000.0,2007-07-25,FTL_Torgo,433.0,6.09%,FL,2 years,0.0
1200.0,2007-07-25,college210,544.0, 19.95% ,NC ,< 1 year,0.0
4100.0,2007-07-26,urban513,509.0,3.23%,NJ,2 years,0.0
10000.0,2007-07-26,ajax6677,568.0,4.44%,WI,3 years,0.0
2500.0,2007-07-26,Omahajohn07,632.0,18.62%,NE,1 year,0.0
10000.0,2007-07-26,PC,535.0,0%,CO,2 years,0.0
12000.0,2007-07-27,bmxdmx,0.0,0%,NY,6 years,0.0
3000.0,2007-07-27,Joe,,16.63%,FL,2 years,0.0
5000.0,2007-07-27,zoebee7001,514.0,43.44%,MA,1 year,0.0
7500.0,2007-07-27,searching101,554.0,28.45%,WI,4 years,0.0
25000.0,2007-07-27,rwestmore7,577.0,17.92%,LA,2 years,0.0
1775.0,2007-07-27,m0e74,547.0,9.95%,MA,4 years,0.0
12000.0,2007-07-27,mwichmann4,690.0,9.63%,WI,< 1 year,0.0
5000.0,2007-07-27,MatthewEdwards,705.0,4.2%,TX,< 1 year,0.0
1000.0,2007-07-27,Sean C.,535.0,2%,WA,< 1 year,0.0
10000.0,2007-07-28,ErikaAndrea,626.0,26.87%,NC,1 year,0.0
3500.0,2007-07-28,EricaS,621.0,92.84%,TX,< 1 year,0.0
3500.0,2007-07-29,ked55,571.0,5.33%,TX,9 years,0.0
5000.0,2007-07-29,NEED TO pay off LOANS,563.0,10.82%,CA,1 year,0.0
6000.0,2007-07-29,The purpose of this loan is to take care of my existing tuition balance. Without it I will not be able to register for the upcoming semester of classes. I would need the loan as soon as possible as the school year will be starting in a matter of weeks. It would be a great help. Thank you. ,550.0,3.29%,CT,< 1 year,0.0
6000.0,2007-07-30,panglin,425.0,0.48%,SC,10+ years,0.0
5000.0,2007-07-30,dixieboy,466.0,0%,TX,< 1 year,0.0
4000.0,2007-07-30,kkospender,462.0,0%,NC,< 1 year,0.0
1500.0,2007-07-30,wmitchell,576.0,3.98%,LA,1 year,0.0
8000.0,2007-07-30,lafortune96,487.0,31.87%,PA,2 years,0.0
1550.0,2007-07-30,qunciy_gurl,478.0,7.93%,FL,< 1 year,0.0
7000.0,2007-07-30,Cleaning up credit and paying off taxes,484.0,13.25%,WI,< 1 year,0.0
5000.0,2007-07-31,jamphat,628.0,3.9%,VA,< 1 year,0.0
25000.0,2007-07-31,Great Business Loan,636.0,65.8%,MI,1 year,0.0
5000.0,2007-07-31,idefygravity81,466.0,1.75%,CO,3 years,0.0
4800.0,2007-07-31,joecalifornia2002,469.0,15.93%,CA,1 year,0.0
1000.0,2007-07-31,V-sizzle,680.0,68%,MD,6 years,0.0
9500.0,2007-07-31,lonesophist,548.0,0%,TX,2 years,0.0
500.0,2007-07-31,dabigticket31,0.0,0%,TN,< 1 year,0.0
15000.0,2007-07-31,aceguy,582.0,2.31%,MN,< 1 year,0.0
500.0,2007-07-31,Trojanman7667,530.0,0%,NY,1 year,0.0
2500.0,2007-07-31,TXAngel1983,561.0,23.5%,TX,< 1 year,0.0
25000.0,2007-07-31,Shy256,0.0,0%,AL,2 years,0.0
500.0,2007-07-31,Ldurfee,492.0,20.16%,WV,< 1 year,0.0
2200.0,2007-07-31,talktobrent,703.0,27.6%,MN,2 years,0.0
3750.0,2007-07-31,jaredonline,595.0,3.36%,AZ,1 year,0.0
3500.0,2007-08-01,JMSpike1875,563.0,7.53%,CO,1 year,0.0
1200.0,2007-08-01,skcah,557.0,1.71%,SC,< 1 year,0.0
4925.0,2007-08-01,javatoast,532.0,1.71%,NC,1 year,0.0
2000.0,2007-08-01,energiemedia,513.0,6.21%,NJ,< 1 year,0.0
2000.0,2007-08-01,silverferretcu,644.0,22.17%,NJ,< 1 year,0.0
1000.0,2007-08-01,ryotrellim,636.0,28.56%,NM,< 1 year,0.0
1500.0,2007-08-01,normlessness,674.0,32.35%,GA,< 1 year,0.0
500.0,2007-08-01,kodered1984,604.0,45.08%,FL,1 year,0.0
2000.0,2007-08-01,brokenspoke,440.0,9.08%,KY,< 1 year,0.0
12500.0,2007-08-02,Bubbasc12,543.0,26.84%,SC,6 years,0.0
15000.0,2007-08-02,home improvement and security funds,581.0,0%,FL,9 years,0.0
15000.0,2007-08-02,MattBK,727.0,32.34%,NY,1 year,0.0
25000.0,2007-08-02,Ken4Christ4ever,702.0,20.62%,AZ,< 1 year,0.0
5000.0,2007-08-02,Broken Heater/Air Conditioning Units,634.0,22.51%,CA,< 1 year,0.0
14000.0,2007-08-02,ebrelsford,623.0,13.48%,CT,1 year,0.0
1600.0,2007-08-02,smochan,427.0,15.74%,OH,1 year,0.0
1000.0,2007-08-02,JFreeden,495.0,0%,NJ,5 years,0.0
10000.0,2007-08-02,alexnotov,512.0,0.88%,NY,1 year,0.0
15000.0,2007-08-03,NicB,639.0,36.53%,AZ,< 1 year,0.0
22000.0,2007-08-03,searching4u,658.0,41.86%,CT,10+ years,0.0
8000.0,2007-08-03,darussian12,480.0,618.7%,TX,< 1 year,0.0
2000.0,2007-08-04,Vjo06,466.0,17.4%,NY,< 1 year,0.0
16000.0,2007-08-04,lendborrowbhappy,667.0,37.11%,CT,8 years,0.0
5000.0,2007-08-04,jrw023,476.0,17.28%,NY,< 1 year,0.0
5000.0,2007-08-04,jrsnifty,493.0,16.58%,MA,< 1 year,0.0
800.0,2007-08-04,Keyboardman110,0.0,0%,MO,1 year,0.0
500.0,2007-08-04,Daisan,570.0,0%,VA,10+ years,0.0
20000.0,2007-08-04,Foxylady,664.0,8.55%,FL,1 year,0.0
10000.0,2007-08-04,woodcs82,488.0,24.96%,FL,< 1 year,0.0
25000.0,2007-08-04,janeco,712.0,84.9%,CO,10+ years,0.0
15000.0,2007-08-05,gopats910,656.0,45.7%,NY,3 years,0.0
1000.0,2007-08-05,hi i am looking to close,539.0,7.54%,MA,4 years,0.0
25000.0,2007-08-05,sturzstrom,558.0,19.32%,MD,2 years,0.0
25000.0,2007-08-05,cranejames,599.0,16.27%,MA,7 years,0.0
2500.0,2007-08-05,cory2345,624.0,22.8%,FL,2 years,0.0
10000.0,2007-08-06,justinjscar,569.0,14.28%,OH,2 years,0.0
20000.0,2007-08-06,creamergc,464.0,16.78%,OH,10+ years,0.0
5500.0,2007-08-06,imnxdrunk,497.0,4.05%,NJ,10+ years,0.0
1500.0,2007-08-06,rossdurham,570.0,18.08%,NC,< 1 year,0.0
6000.0,2007-08-07,PJUDC,648.0,30.45%,DC,< 1 year,0.0
15000.0,2007-08-07,kari,483.0,32.5%,GA,< 1 year,0.0
15000.0,2007-08-07,anumoses,525.0,29.32%,IL,4 years,0.0
7000.0,2007-08-07,anonymous1303,559.0, 5.31% ,TX ,1 year,0.0
1500.0,2007-08-07,MiMi,520.0,39.12%,GA,< 1 year,0.0
10000.0,2007-08-07,hnburrell,554.0,36.71%,NY,3 years,0.0
2500.0,2007-08-07,alienblue2006,0.0,0%,FL,< 1 year,0.0
5000.0,2007-08-07,ppchildcare,0.0,0%,NY,3 years,0.0
7500.0,2007-08-08,ecoinsales,529.0,11.87%,WI,< 1 year,0.0
2000.0,2007-08-08,dasha,577.0,3.59%,AL,< 1 year,0.0
5000.0,2007-08-08,Dewey,623.0,51.16%,MN,10+ years,0.0
2000.0,2007-08-08,wade44,533.0,13.83%,VA,6 years,0.0
2500.0,2007-08-08,Seveneleven13,573.0,15.9%,NY,2 years,0.0
2000.0,2007-08-08,jgiroux235,565.0,0.87%,AZ,1 year,0.0
9000.0,2007-08-09,walte123,431.0,0%,VA,1 year,0.0
20000.0,2007-08-09,swoop70,476.0,2.23%,OH,9 years,0.0
1000.0,2007-08-09,prkerbny,525.0,33.86%,DE,8 years,0.0
1000.0,2007-08-09,LanzAustin,627.0,19.28%,TX,10+ years,0.0
12000.0,2007-08-09,Razorbacks36,570.0,0%,OH,< 1 year,0.0
2000.0,2007-08-09,KH,556.0,5.85%,MN,10+ years,0.0
1500.0,2007-08-09,oneals,0.0,0%,AL,3 years,0.0
5000.0,2007-08-09,videoscan23,634.0,26.36%,FL,2 years,0.0
1550.0,2007-08-10,Prosper loan,570.0,6.32%,NM,2 years,0.0
7000.0,2007-08-10,phreakelove,493.0,7.89%,OK,2 years,0.0
5000.0,2007-08-10,Marvin12,591.0,6.16%,GA,1 year,0.0
1000.0,2007-08-10,yorkhugo,589.0,0%,TN,3 years,0.0
17000.0,2007-08-10,pghmatt,616.0,15.84%,PA,2 years,0.0
1000.0,2007-08-11,deathstr117,427.0,4.76%,WI,3 years,0.0
20000.0,2007-08-11,jeffratt,622.0,11.16%,NY,4 years,0.0
8000.0,2007-08-11,MRLN,441.0, 10.39% ,CT ,< 1 year,0.0
7000.0,2007-08-11,mariale09,582.0,7.68%,FL,2 years,0.0
7000.0,2007-08-11,Machado,609.0,0.55%,FL,2 years,0.0
10000.0,2007-08-11,MTM21o83,500.0,146.4%,TX,< 1 year,0.0
1000.0,2007-08-11,Need Helping Hand,614.0,3.16%,MA,1 year,0.0
20000.0,2007-08-12,JMG3313,449.0,13.94%,IN,2 years,0.0
5000.0,2007-08-12,papamac,544.0,5.4%,FL,9 years,0.0
1000.0,2007-08-12,Songshand,650.0,4.56%,AZ,< 1 year,0.0
23000.0,2007-08-12,tdb44,658.0,59.25%,MN,5 years,0.0
1500.0,2007-08-12,k-alex-52,511.0,0.41%,NE,3 years,0.0
10000.0,2007-08-12,bblboy54,596.0,7.71%,VA,2 years,0.0
5000.0,2007-08-12,eggfinder,595.0,5.49%,IN,3 years,0.0
1000.0,2007-08-12,burningbend,582.0,9999%,VA,< 1 year,0.0
3000.0,2007-08-12,Paying off credit cards/merging consumer,608.0,15.03%,IN,1 year,0.0
8500.0,2007-08-12,xellz,420.0,260.28%,LA,8 years,0.0
5500.0,2007-08-12,urbanphoenyx,600.0,17.97%,NY,1 year,0.0
2000.0,2007-08-13,Entoaggie09,634.0,0%,TX,1 year,0.0
25000.0,2007-08-13,jim0120,592.0,19.16%,FL,4 years,0.0
3000.0,2007-08-13,tbrackett,466.0,36.83%,AL,3 years,0.0
10000.0,2007-08-13,jake,631.0,25.48%,KY,6 years,0.0
10000.0,2007-08-13,ajstewart19,611.0,25.15%,GA,1 year,0.0
20000.0,2007-08-13,delosomedia,586.0,10.5%,NC,< 1 year,0.0
20000.0,2007-08-13,Mardayna,634.0,9.51%,WA,1 year,0.0
5000.0,2007-08-13,tsmithee2003,661.0,30.96%,AR,1 year,0.0
1500.0,2007-08-13,Tluu,658.0,100%,TX,< 1 year,0.0
4000.0,2007-08-13,nemequittepas,511.0,14.87%,SC,4 years,0.0
5000.0,2007-08-14,footballfan61,477.0,22.62%,MO,10+ years,0.0
7000.0,2007-08-14,workaholic39,642.0,16.65%,NY,3 years,0.0
2000.0,2007-08-14,maladyky,477.0,25.38%,KY,1 year,0.0
500.0,2007-08-14,cilver18,523.0,372%,GA,< 1 year,0.0
